Price,Close,High,Low,Open,Volume
Ticker,QLD,QLD,QLD,QLD,QLD
Date,,,,,
2015-01-02,8.386609077453613,8.58061580236303,8.296689287817049,8.505476833062618,24955200
2015-01-05,8.131014823913574,8.323173025151274,8.086053984954626,8.305312552252675,28433600
2015-01-06,7.916683673858643,8.180902145791308,7.842161189820526,8.15565032170868,26265600
2015-01-07,8.114384651184082,8.153186184021006,7.97950402730095,8.020153162675111,26200000
2015-01-08,8.42479419708252,8.459284971011499,8.238795314368815,8.25788783400428,26272000
2015-01-09,8.316397666931152,8.485768131204363,8.221550620440263,8.475298069822594,27982400
2015-01-12,8.145181655883789,8.360744119366537,8.100837302499404,8.352121658418337,20760000
2015-01-13,8.132861137390137,8.472834080882828,8.00721853359227,8.300383982602337,37747200
2015-01-14,8.052180290222168,8.129166866173506,7.90559754888201,7.970266460636641,36995200
2015-01-15,7.839696884155273,8.146411602669135,7.818140737346482,8.122391829098087,28532800
2015-01-16,8.024465560913086,8.041094926922062,7.792890244433745,7.810135164821692,35368000
2015-01-20,8.148259162902832,8.185212154478263,7.936391961337986,8.11931213595778,31480000
2015-01-21,8.230790138244629,8.303465966703694,8.041095070805232,8.099604690295397,29337600
2015-01-22,8.535038948059082,8.55105181580916,8.147642013399047,8.291761582259491,31710400
2015-01-23,8.571993827819824,8.623729526921412,8.484537180454785,8.535656385421648,27950400
2015-01-26,8.554747581481934,8.583694607995845,8.46605983915532,8.554132027220307,22572800
2015-01-27,8.116231918334961,8.29114517633359,8.054027109337705,8.284986814723114,32078400
2015-01-28,8.027541160583496,8.384143379552398,8.021382800569098,8.370593671832639,33598400
2015-01-29,8.17474365234375,8.205538287752027,7.872340576976659,8.00783725470639,30120000
2015-01-30,8.05526065826416,8.286836927814587,8.029393276197348,8.165505983977427,25368000
2015-02-02,8.191987991333008,8.205537705132793,7.83969778198266,8.084823269178958,25556800
2015-02-03,8.349040985107422,8.358279939135715,8.142101007894116,8.24926667208985,25745600
2015-02-04,8.329950332641602,8.443274385187785,8.24187811108671,8.274520355137753,28854400
2015-02-05,8.475913047790527,8.486383108460396,8.332409969590332,8.373675597811674,20681600
2015-02-06,8.373062133789062,8.542432647836858,8.313320459106343,8.506710753918895,20756800
2015-02-09,8.318862915039062,8.397697103230291,8.281293423809052,8.307776358067793,16488000
2015-02-10,8.578764915466309,8.600937079688373,8.384143629269554,8.413090647553283,18534400
2015-02-11,8.642821311950684,8.67854319694321,8.56645028819657,8.593549714037628,20238400
2015-02-12,8.8399076461792,8.847914551825328,8.72658361751205,8.751835443182411,21396800
2015-02-13,8.990798950195312,8.994494155035747,8.86023003368703,8.894719865234316,26276800
2015-02-17,9.008661270141602,9.020363379836905,8.94953516738863,8.990799858571657,15387200
2015-02-18,9.035143852233887,9.043150756406613,8.96308453401181,8.988336355035418,13926400
2015-02-19,9.12321662902832,9.133686689587984,9.018514143876791,9.023441397042065,18803200
2015-02-20,9.244549751281738,9.255019814349943,9.055470242344432,9.112132257654661,21016000
2015-02-23,9.266104698181152,9.267336746614479,9.19466092548984,9.239005271313578,14080000
2015-02-24,9.277806282043457,9.297515296747163,9.18665443848269,9.240236795069874,16856000
2015-02-25,9.229763984680176,9.318452644879105,9.190962460898827,9.248856499627422,16169600
2015-02-26,9.323383331298828,9.332005790895462,9.19897275159516,9.246396749265452,14907200
2015-02-27,9.242084503173828,9.327693539742517,9.212521920558522,9.316607923678362,12646400
2015-03-02,9.408376693725586,9.413303948175813,9.271648437009322,9.27349697973364,18356800
2015-03-03,9.315991401672363,9.369574698487815,9.201435337131732,9.349250129320238,24448000
2015-03-04,9.248858451843262,9.283348284805665,9.14600450719557,9.259328512579888,20544000
2015-03-05,9.277190208435059,9.334467767128537,9.203282347210902,9.29505067970515,17137600
2015-03-06,9.062859535217285,9.290124062558,9.021594842414949,9.25624978047323,23200000
2015-03-09,9.113362312316895,9.163865013701209,9.02960088631934,9.103507805781307,14790400
2015-03-10,8.78632640838623,8.99203436628751,8.782014707939197,8.989571208730476,29160000
2015-03-11,8.679777145385742,8.826976432980752,8.673003226486763,8.8066518569502,21504000
2015-03-12,8.79741096496582,8.814655885116451,8.65575545820478,8.66499441242826,19822400
2015-03-13,8.716113090515137,8.846682032254082,8.607715382103086,8.779549958607369,30163200
2015-03-16,8.945840835571289,8.945840835571289,8.762305087073893,8.778933512159341,19936000
2015-03-17,8.968013763427734,8.995113192958213,8.851610079146504,8.890411620499478,15316800
2015-03-18,9.147236824035645,9.224838950479628,8.828203980210954,8.918124710026753,18291200
2015-03-19,9.171874046325684,9.220530096276237,9.139847362541063,9.1663312375296,14073600
2015-03-20,9.298129081726074,9.380658450594083,9.289506624378333,9.319069201030967,14331200
2015-03-23,9.25193977355957,9.33262156304919,9.247628073771814,9.282734407091647,14104000
2015-03-24,9.18603801727295,9.335700412061449,9.182342811931083,9.249474881715146,14443200
2015-03-25,8.764482498168945,9.232193429746497,8.75893675288289,9.218636536641318,36708800
2015-03-26,8.705941200256348,8.804536607798916,8.56359477406994,8.625216668715172,36515200
2015-03-27,8.776806831359863,8.815013049033217,8.676979653500865,8.700396276564318,19022400
2015-03-30,8.990635871887207,8.990635871887207,8.882797534436929,8.88341435528451,25956800
2015-03-31,8.784202575683594,8.962289840073595,8.781737172976976,8.927164903571539,18548800
2015-04-01,8.693619728088379,8.786668479602106,8.580851512789186,8.781122733015865,23910400
2015-04-02,8.702245712280273,8.758321872868706,8.6517152976114,8.710872741580365,14974400
2015-04-06,8.845209121704102,8.893275079677094,8.575305777775743,8.600570988181547,22566400
2015-04-07,8.814397811889648,8.96167414284133,8.814397811889648,8.838430319776299,15920000
2015-04-08,8.954280853271484,8.978313363946521,8.818712820225738,8.822409984902535,22024000
2015-04-09,9.066431045532227,9.071360910690265,8.885262497145806,8.94688440120782,16284800
2015-04-10,9.139143943786621,9.14099252558586,9.018365544950266,9.061500687391822,13406400
2015-04-13,9.09231185913086,9.245133913334325,9.073825100412758,9.155166462662162,16544000
2015-04-14,9.041781425476074,9.126819951202265,8.93948978267171,9.07567365966228,16462400
2015-04-15,9.147770881652832,9.19152284444443,9.068279044246276,9.090462965892966,16323200
2015-04-16,9.125587463378906,9.15824699701089,9.079987856566657,9.10402036131992,12819200
2015-04-17,8.844593048095703,9.00234499404741,8.76571707511985,8.954279977398867,28448000
2015-04-20,9.107717514038086,9.136063063058513,8.925316266183458,8.931478832636051,21238400
2015-04-21,9.182897567749023,9.243286778088658,9.165643507651984,9.20877865789458,15518400
2015-04-22,9.28210735321045,9.313534184575698,9.113263004066853,9.231576942488237,19270400
2015-04-23,9.356669425964355,9.433696803892031,9.219252847018556,9.223565891239188,17593600
2015-04-24,9.604390144348145,9.630887112147727,9.52120019654473,9.551395268473332,17891200
2015-04-27,9.560638427734375,9.71407731358504,9.51873598260125,9.680801897760245,22460800
2015-04-28,9.51565170288086,9.608084533625393,9.359748403580443,9.5717278458653,20204800
2015-04-29,9.401653289794922,9.523047562001523,9.296895312527724,9.408430795809911,26492800
2015-04-30,9.099089622497559,9.36960971526775,9.009121238307854,9.296279506702104,33155200
2015-05-01,9.346809387207031,9.354204654631245,9.173036117285085,9.173651997788944,25385600
2015-05-04,9.372074127197266,9.489772176612286,9.364063919942032,9.406582239213588,16441600
2015-05-05,9.074441909790039,9.33448643895601,9.06088501469413,9.303675484697251,28062400
2015-05-06,8.953044891357422,9.150851592017203,8.822406772211403,9.099705305302832,34734400
2015-05-07,9.050408363342285,9.099706072547976,8.924700098129591,8.938256991668046,29947200
2015-05-08,9.272862434387207,9.314765811650583,9.21000877890538,9.234041280183842,23206400
2015-05-11,9.197686195373535,9.323395421707538,9.190907747480273,9.287654600113587,16728000
2015-05-12,9.120659828186035,9.211244123697458,8.95489765708009,9.092314272200989,17659200
2015-05-13,9.155782699584961,9.29319928358505,9.129901612482408,9.200766426672088,16884800
2015-05-14,9.420757293701172,9.439243113287572,9.237123336753827,9.301826526133224,19699200
2015-05-15,9.425071716308594,9.497169244064615,9.378855280033518,9.474369436390502,12715200
2015-05-18,9.505793571472168,9.540918504385417,9.376388150865417,9.387479641085053,9801600
2015-05-19,9.48052978515625,9.553859057052188,9.454647759456998,9.523664927529033,11595200
2015-05-20,9.491006851196289,9.608088104205892,9.397341284623169,9.493471313877492,10473600
2015-05-21,9.593295097351074,9.617944416780142,9.436775915146917,9.466354158186405,7704000
2015-05-22,9.580972671508789,9.643827272279397,9.558788750076548,9.572345643189339,8388000
2015-05-26,9.351740837097168,9.557558733615613,9.277794732250921,9.527979539456522,10416800
2015-05-27,9.65245532989502,9.673406552294182,9.36899418584216,9.412130272314826,9828800
2015-05-28,9.610554695129395,9.6598514770529,9.552629942065847,9.619181725993592,6680800
2015-05-29,9.502098083496094,9.624109198803017,9.45403307018501,9.595763647504533,10484000
2015-06-01,9.555093765258789,9.60932135007467,9.407201548839197,9.594531752322398,12105600
2015-06-02,9.497169494628906,9.589602369617719,9.397342290529254,9.486078000962646,9119200
2015-06-03,9.552628517150879,9.625341917834868,9.509493369264131,9.58220676994812,10452800
2015-06-04,9.414596557617188,9.567418650992924,9.349277474975777,9.441710351983625,14147200
2015-06-05,9.365296363830566,9.428150966886982,9.254376752635599,9.388712987381615,15136800
2015-06-08,9.176734924316406,9.3665305240849,9.136064237164069,9.352973628367454,12647200
2015-06-09,9.147154808044434,9.208776706842604,9.005424252753532,9.12990075160299,18279200
2015-06-10,9.383782386779785,9.445404283693378,9.186592504711395,9.205079261840579,14541600
2015-06-11,9.417059898376465,9.503330188578612,9.38378354338732,9.458962342110182,11774400
2015-06-12,9.263006210327148,9.357903540544429,9.240822284522677,9.31846555470045,10644800
2015-06-15,9.175501823425293,9.198918449604475,9.018982589149152,9.124972347267121,15308000
2015-06-16,9.26793384552002,9.299977498393256,9.144690039381318,9.149619904459941,9573600
2015-06-17,9.319696426391602,9.381318325941274,9.206311416610774,9.301209668471587,15059200
2015-06-18,9.584670066833496,9.621643583539932,9.380085844477833,9.386248410687434,18502400
2015-06-19,9.493471145629883,9.615482262115286,9.491006682992355,9.603158068376226,10845600
2015-06-22,9.6339693069458,9.694359456516672,9.594531321652445,9.643829038338074,12671200
2015-06-23,9.651222229003906,9.668476286768511,9.574811670410838,9.657384795466534,9269600
2015-06-24,9.556325912475586,9.710380687424685,9.547698882689465,9.627807553718142,10300000
2015-06-25,9.510726928710938,9.645063203559165,9.483613133405283,9.622879274697802,9416000
2015-06-26,9.394875526428223,9.551394742683843,9.317231328679055,9.50825959964297,12060800
2015-06-29,8.954893112182617,9.283953764640263,8.93887081971121,9.17673134225811,30190400
2015-06-30,9.01528549194336,9.116345385285008,8.953663582825873,9.083069027807166,20781600
2015-07-01,9.152085304260254,9.221101534788033,9.06951123956381,9.190290583263042,17760800
