Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
2015-01-02,95.12329864501953,96.28761602332015,94.66126592504187,95.88103202378049,31314600
2015-01-05,93.72793579101562,94.81833303546136,93.45995603050983,94.70744267075126,36521300
2015-01-06,92.47120666503906,94.02363652304848,92.05538013434614,93.8665471270141,66205500
2015-01-07,93.66325378417969,93.88502746893252,92.85931448312049,93.08109521793165,37577400
2015-01-08,95.45594787597656,95.64075811511272,94.35630791795793,94.45795566450043,40212600
2015-01-09,94.82757568359375,95.77936173488614,94.27313090997342,95.75164090621675,41410100
2015-01-12,93.83885955810547,95.1140674809261,93.59860054074134,95.01241970627437,34129800
2015-01-13,93.81112670898438,95.75166990422491,93.05339327895932,94.75367746954011,56162300
2015-01-14,93.29363250732422,93.77415041478397,92.47121494846378,92.86856331229986,51354200
2015-01-15,92.08309936523438,93.87578107428705,91.97220900227995,93.72793430707252,51005400
2015-01-16,93.16426849365234,93.28439445137431,91.81513392592748,91.96298071619611,35362200
2015-01-20,93.90351104736328,94.14376293070367,92.67450260158603,93.7279363979499,30964100
2015-01-21,94.38402557373047,94.8275800028182,93.29362827936737,93.62629233866855,40128800
2015-01-22,96.13053131103516,96.23217907842644,93.92201536509748,94.75367571190795,40887200
2015-01-23,96.34306335449219,96.6387640090115,95.84406717810467,96.12128257605792,34783000
2015-01-26,96.23217010498047,96.40774478684075,95.74241657143284,96.23217010498047,19960900
2015-01-27,93.73717498779297,94.77212348699001,93.42298915763823,94.71668183169243,45253200
2015-01-28,93.25668334960938,95.34507323676594,93.23820514266988,95.24342547344904,43591700
2015-01-29,94.15300750732422,94.32858216037451,92.36956129757957,93.18273617738926,46539700
2015-01-30,93.42301177978516,94.79063169210713,93.29364318605924,94.0698617984743,42927600
2015-02-02,94.23617553710938,94.31933802402824,92.1755069660679,93.63553172581507,43624700
2015-02-03,95.14176177978516,95.2064460683326,93.95895933202713,94.5780813867038,30750400
2015-02-04,95.05860900878906,95.68697375467909,94.54112759742942,94.75366573871169,34073200
2015-02-05,95.8810043334961,95.94568861360986,95.05858689345352,95.29883876241448,23605500
2015-02-06,95.29886627197266,96.25989517540633,94.95696657127267,96.02887881544804,34169300
2015-02-09,94.99392700195312,95.44671707899816,94.76291064937061,94.9292427052324,22604700
2015-02-10,96.47241973876953,96.60178831811757,95.37277976425241,95.52063359782665,23686500
2015-02-11,96.82356262207031,97.04533632375548,96.39849342298254,96.5833036660437,20303600
2015-02-12,97.95094299316406,97.98790645916871,97.30409996323331,97.45194677719165,22520300
2015-02-13,98.79183959960938,98.81031780638776,98.04334179897792,98.22815911706091,29030200
2015-02-17,98.88421630859375,98.94890058881386,98.54230965596877,98.79181120114472,17675300
2015-02-18,99.02286529541016,99.0783069710321,98.63475241587501,98.7641210256999,15149600
2015-02-19,99.51258087158203,99.5772651517776,98.93041529976415,98.95813612698257,19828100
2015-02-20,100.17792510986328,100.2333667732573,99.13372678221637,99.44791265825332,28336700
2015-02-23,100.27957916259766,100.30730704804584,99.90071599552434,100.12248972869067,17868000
2015-02-24,100.35348510742188,100.47361810239909,99.84525344809606,100.1501896236682,19745000
2015-02-25,100.10401153564453,100.59376509439878,99.88223075238763,100.20565929878899,19472300
2015-02-26,100.61219787597656,100.66764657178624,99.9283917281486,100.20561405702688,22255500
2015-02-27,100.1686782836914,100.63995355296221,100.01158887728734,100.57526221496906,27757600
2015-03-02,101.07424926757812,101.11121272166905,100.34423691191287,100.36272216398734,22988600
2015-03-03,100.6030044555664,100.87098427242034,99.96539706201536,100.76933651257714,20788900
2015-03-04,100.21488952636719,100.41818504180138,99.66969432593866,100.27033824425074,21007400
2015-03-05,100.39046478271484,100.69540805761221,99.97463817153445,100.47363433498664,15381000
2015-03-06,99.25385284423828,100.45513345079455,99.00435127629814,100.26108059242911,30990400
2015-03-09,99.54032135009766,99.78981589437652,99.05056783906417,99.45715180196525,26237100
2015-03-10,97.69219970703125,98.85652413857323,97.69219970703125,98.82879625324857,34234500
2015-03-11,97.12852478027344,97.96018513610075,97.0915613144522,97.84005210966666,25459700
2015-03-12,97.76612091064453,97.87700424521212,96.98990231837429,97.05458661355853,21473200
2015-03-13,97.34105682373047,98.06183383902255,96.73117725701907,97.67372096923134,42021100
2015-03-16,98.59780883789062,98.63477231244835,97.59982322507967,97.70147101759794,25674100
2015-03-17,98.7548599243164,98.91194933135417,98.09877441545987,98.32979073759493,19603800
2015-03-18,99.72512817382812,100.17792525908352,97.97864527372572,98.48688402245772,40622200
2015-03-19,99.87296295166016,100.1501782662027,99.67891011646309,99.8267568742076,31314000
2015-03-20,100.51944732666016,101.01959101223305,100.50092662701921,100.6954257714744,31761400
2015-03-23,100.32495880126953,100.74174171689256,100.2879103317939,100.46388879523488,17268500
2015-03-24,99.96377563476562,100.77882101372562,99.94525492749901,100.31572560303297,22445300
2015-03-25,97.67605590820312,100.21381607180354,97.6390074377371,100.12119842877507,41581400
2015-03-26,97.34260559082031,97.89831839452549,96.54608131454327,96.87024652784865,47846300
2015-03-27,97.73162841796875,97.96317606658306,97.17591547454909,97.32410936147352,33878400
2015-03-30,98.85234069824219,98.93569447295356,98.32441225957979,98.32441225957979,30570200
2015-03-31,97.80574035644531,98.7782434562334,97.77795576495558,98.57448036360927,30488100
2015-04-01,97.29632568359375,97.82425404471758,96.66651579082556,97.80572627554213,32970500
2015-04-02,97.36114501953125,97.67604638839137,97.0462365843986,97.3889296031045,19164200
2015-04-06,98.1576919555664,98.42628103603226,96.63873273041882,96.78692663190606,24451100
2015-04-07,97.99095916748047,98.82452497671999,97.99095916748047,98.10209750670023,19379400
